Test temp,UTS,Solidus temperature,Mo,Nb,Re,Ta,W,Hf,Zr,Ti,C,Al,Si,V,Cr
674.6427013,195.7585644,2749.88219,9.682681853912172e-07,0.9999777241307973,4.989357671209315e-07,5.134369763729052e-07,5.053597279606575e-07,5.205072126633833e-07,1.0184308119386048e-06,1.9409056842561116e-06,7.735020596810198e-06,3.4432925560060633e-06,3.3079465342716805e-06,1.8237651499914077e-06,0.0
878.7628443,740.6199021,3456.79713,1.9405997703259704e-06,2.0041739648318755e-06,0.999954350570866,1.0290286239483815e-06,1.0128402304328591e-06,1.043198767229407e-06,2.0411355341004214e-06,3.88995650370353e-06,1.550250170366971e-05,6.901035110071995e-06,6.629775078342092e-06,3.655183847408829e-06,0.0
870.7638754999999,309.9510604,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
873.0041954,270.7993475,2895.92371,0.9999769616295072,1.0327476423647676e-06,5.152805474855682e-07,5.302568060241722e-07,5.219149527069472e-07,5.375586582197612e-07,1.051793879961909e-06,2.0044883720652057e-06,7.988414362304987e-06,3.55609236766091e-06,3.416312506654508e-06,1.8835103973311583e-06,0.0
875.179854,203.9151713,2587.32574,1.885793106701558e-06,1.947571830782929e-06,9.717242025703357e-07,0.9999556680502698,9.842354688207925e-07,1.0137366159897725e-06,1.9834895267475062e-06,3.7800958611990415e-06,1.5064678094081635e-05,6.706135205557195e-06,6.442536133877427e-06,3.551953683892593e-06,0.0
875.1075856,172.9200653,2749.88219,9.682681853912172e-07,0.9999777241307973,4.989357671209315e-07,5.134369763729052e-07,5.053597279606575e-07,5.205072126633833e-07,1.0184308119386048e-06,1.9409056842561116e-06,7.735020596810198e-06,3.4432925560060633e-06,3.3079465342716805e-06,1.8237651499914077e-06,0.0
1074.4199795,655.7911909,3456.79713,1.9405997703259704e-06,2.0041739648318755e-06,0.999954350570866,1.0290286239483815e-06,1.0128402304328591e-06,1.043198767229407e-06,2.0411355341004214e-06,3.88995650370353e-06,1.550250170366971e-05,6.901035110071995e-06,6.629775078342092e-06,3.655183847408829e-06,0.0
1073.5223301,270.7993475,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1073.3739897,207.177814,2895.92371,0.9999769616295072,1.0327476423647676e-06,5.152805474855682e-07,5.302568060241722e-07,5.219149527069472e-07,5.375586582197612e-07,1.051793879961909e-06,2.0044883720652057e-06,7.988414362304987e-06,3.55609236766091e-06,3.416312506654508e-06,1.8835103973311583e-06,0.0
1073.2674889,161.5008157,2587.32574,1.885793106701558e-06,1.947571830782929e-06,9.717242025703357e-07,0.9999556680502698,9.842354688207925e-07,1.0137366159897725e-06,1.9834895267475062e-06,3.7800958611990415e-06,1.5064678094081635e-05,6.706135205557195e-06,6.442536133877427e-06,3.551953683892593e-06,0.0
1073.1457738,109.2985318,2749.88219,9.682681853912172e-07,0.9999777241307973,4.989357671209315e-07,5.134369763729052e-07,5.053597279606575e-07,5.205072126633833e-07,1.0184308119386048e-06,1.9409056842561116e-06,7.735020596810198e-06,3.4432925560060633e-06,3.3079465342716805e-06,1.8237651499914077e-06,0.0
1270.111347,585.6443719,3456.79713,1.9405997703259704e-06,2.0041739648318755e-06,0.999954350570866,1.0290286239483815e-06,1.0128402304328591e-06,1.043198767229407e-06,2.0411355341004214e-06,3.88995650370353e-06,1.550250170366971e-05,6.901035110071995e-06,6.629775078342092e-06,3.655183847408829e-06,0.0
1271.6441974,243.0668842,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1271.3779455,128.8743883,2895.92371,0.9999769616295072,1.0327476423647676e-06,5.152805474855682e-07,5.302568060241722e-07,5.219149527069472e-07,5.375586582197612e-07,1.051793879961909e-06,2.0044883720652057e-06,7.988414362304987e-06,3.55609236766091e-06,3.416312506654508e-06,1.8835103973311583e-06,0.0
1271.3779455,128.8743883,2587.32574,1.885793106701558e-06,1.947571830782929e-06,9.717242025703357e-07,0.9999556680502698,9.842354688207925e-07,1.0137366159897725e-06,1.9834895267475062e-06,3.7800958611990415e-06,1.5064678094081635e-05,6.706135205557195e-06,6.442536133877427e-06,3.551953683892593e-06,0.0
1268.9208205,75.04078303,2749.88219,9.682681853912172e-07,0.9999777241307973,4.989357671209315e-07,5.134369763729052e-07,5.053597279606575e-07,5.205072126633833e-07,1.0184308119386048e-06,1.9409056842561116e-06,7.735020596810198e-06,3.4432925560060633e-06,3.3079465342716805e-06,1.8237651499914077e-06,0.0
1472.6682110000002,460.0326264,3456.79713,1.9405997703259704e-06,2.0041739648318755e-06,0.999954350570866,1.0290286239483815e-06,1.0128402304328591e-06,1.043198767229407e-06,2.0411355341004214e-06,3.88995650370353e-06,1.550250170366971e-05,6.901035110071995e-06,6.629775078342092e-06,3.655183847408829e-06,0.0
1472.082457,208.8091354,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1471.7819719999998,79.93474715,2895.92371,0.9999769616295072,1.0327476423647676e-06,5.152805474855682e-07,5.302568060241722e-07,5.219149527069472e-07,5.375586582197612e-07,1.051793879961909e-06,2.0044883720652057e-06,7.988414362304987e-06,3.55609236766091e-06,3.416312506654508e-06,1.8835103973311583e-06,0.0
1474.1706319999998,104.4045677,2587.32574,1.885793106701558e-06,1.947571830782929e-06,9.717242025703357e-07,0.9999556680502698,9.842354688207925e-07,1.0137366159897725e-06,1.9834895267475062e-06,3.7800958611990415e-06,1.5064678094081635e-05,6.706135205557195e-06,6.442536133877427e-06,3.551953683892593e-06,0.0
1471.7363289999998,60.3588907,2749.88219,9.682681853912172e-07,0.9999777241307973,4.989357671209315e-07,5.134369763729052e-07,5.053597279606575e-07,5.205072126633833e-07,1.0184308119386048e-06,1.9409056842561116e-06,7.735020596810198e-06,3.4432925560060633e-06,3.3079465342716805e-06,1.8237651499914077e-06,0.0
1670.558059,332.7895595,3456.79713,1.9405997703259704e-06,2.0041739648318755e-06,0.999954350570866,1.0290286239483815e-06,1.0128402304328591e-06,1.043198767229407e-06,2.0411355341004214e-06,3.88995650370353e-06,1.550250170366971e-05,6.901035110071995e-06,6.629775078342092e-06,3.655183847408829e-06,0.0
1672.4864830000001,159.8694943,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1672.2392490000002,53.83360522,2895.92371,0.9999769616295072,1.0327476423647676e-06,5.152805474855682e-07,5.302568060241722e-07,5.219149527069472e-07,5.375586582197612e-07,1.051793879961909e-06,2.0044883720652057e-06,7.988414362304987e-06,3.55609236766091e-06,3.416312506654508e-06,1.8835103973311583e-06,0.0
1672.296303,78.30342577,2587.32574,1.885793106701558e-06,1.947571830782929e-06,9.717242025703357e-07,0.9999556680502698,9.842354688207925e-07,1.0137366159897725e-06,1.9834895267475062e-06,3.7800958611990415e-06,1.5064678094081635e-05,6.706135205557195e-06,6.442536133877427e-06,3.551953683892593e-06,0.0
1674.494784,21.20717781,2749.88219,9.682681853912172e-07,0.9999777241307973,4.989357671209315e-07,5.134369763729052e-07,5.053597279606575e-07,5.205072126633833e-07,1.0184308119386048e-06,1.9409056842561116e-06,7.735020596810198e-06,3.4432925560060633e-06,3.3079465342716805e-06,1.8237651499914077e-06,0.0
1877.766724,202.2838499,3456.79713,1.9405997703259704e-06,2.0041739648318755e-06,0.999954350570866,1.0290286239483815e-06,1.0128402304328591e-06,1.043198767229407e-06,2.0411355341004214e-06,3.88995650370353e-06,1.550250170366971e-05,6.901035110071995e-06,6.629775078342092e-06,3.655183847408829e-06,0.0
1870.581725,120.7177814,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1870.391545,39.15171289,2895.92371,0.9999769616295072,1.0327476423647676e-06,5.152805474855682e-07,5.302568060241722e-07,5.219149527069472e-07,5.375586582197612e-07,1.051793879961909e-06,2.0044883720652057e-06,7.988414362304987e-06,3.55609236766091e-06,3.416312506654508e-06,1.8835103973311583e-06,0.0
1870.4562070000002,66.88417618,2587.32574,1.885793106701558e-06,1.947571830782929e-06,9.717242025703357e-07,0.9999556680502698,9.842354688207925e-07,1.0137366159897725e-06,1.9834895267475062e-06,3.7800958611990415e-06,1.5064678094081635e-05,6.706135205557195e-06,6.442536133877427e-06,3.551953683892593e-06,0.0
2073.412448,112.5611746,3456.79713,1.9405997703259704e-06,2.0041739648318755e-06,0.999954350570866,1.0290286239483815e-06,1.0128402304328591e-06,1.043198767229407e-06,2.0411355341004214e-06,3.88995650370353e-06,1.550250170366971e-05,6.901035110071995e-06,6.629775078342092e-06,3.655183847408829e-06,0.0
2068.65795,73.40946166,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1767.8160859999998,45.67699837,2895.92371,0.9999769616295072,1.0327476423647676e-06,5.152805474855682e-07,5.302568060241722e-07,5.219149527069472e-07,5.375586582197612e-07,1.051793879961909e-06,2.0044883720652057e-06,7.988414362304987e-06,3.55609236766091e-06,3.416312506654508e-06,1.8835103973311583e-06,0.0
298.15,1275.527793,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
298.15,1392.738455,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
298.15,1627.159779,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
810.9277778,1006.632745,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
810.9277778,979.0537652,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1088.7055556,930.7905514,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1088.7055556,889.4220825,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1366.4833330000001,723.9482067,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1366.4833330000001,744.6324412,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1644.2611109999998,368.8688482,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1644.2611109999998,399.8951999,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1783.15,160.6475544,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1783.15,164.7844013,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1783.15,265.4476758,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1783.15,217.184462,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1922.038889,168.9212482,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1922.038889,165.4738758,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2033.15,115.8317131,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2033.15,133.0685751,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2199.816667,89.63168273,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2199.816667,99.28432549,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2477.5944440000003,75.84219308,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2477.5944440000003,73.08429515,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2477.5944440000003,79.97903998,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2755.372222,45.50531585,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2755.372222,51.02111171,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2755.372222,62.05270343,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1088.7055556,589.5006826,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1366.4833330000001,537.7900964,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1366.4833330000001,497.1111019,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1644.2611109999998,337.8424964,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1783.15,197.8791765,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1783.15,239.9371199,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1922.038889,165.4738758,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
1922.038889,150.3054372,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2033.15,133.7580496,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2033.15,129.6212027,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2199.816667,108.2474938,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2199.816667,100.6632745,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
2477.5944440000003,74.46324412,3693.6575,1.9159326627480096e-06,1.9786987609534626e-06,9.872547164750602e-07,1.0159485648059072e-06,0.9999549435353712,1.0299385903449579e-06,2.0151905089742997e-06,3.840510978140922e-06,1.530544825498889e-05,6.813315541069452e-06,6.545503515717061e-06,3.6087225344890028e-06,0.0
