Solidus temperature,W,Nb,Hf,Mo,Re,Zr,Ta,Ti,C,Y,Al,Si,V,Cr,YS_300K,YS_400K,YS_500K,YS_600K,YS_700K,YS_800K,YS_900K,YS_1000K,YS_1100K,YS_1200K,YS_1300K,YS_1400K,YS_1500K,YS_1600K,YS_1700K,YS_1800K,YS_1900K,YS_2000K,YS_2100K,YS_2200K,YS_2300K,YS_2400K
3368.0943015997736,0.3427403513886045,0.010745127532669223,0.058673274750340974,0.020062224335193373,0.0,0.0,0.5623203264964038,0.0,0.0,0.0,0.0,0.0,0.005458695496788149,0.0,939.6980366221256,700.3372458982855,699.4687802883329,563.7047805175002,550.2938489690002,569.0285448430002,550.1209845708336,534.5953212258336,519.7529024797336,496.6389387633586,500.0633585786642,490.44035143301403,385.66621831663326,324.4093285775504,291.2822978705752,274.3627371735559,253.86479484388093,181.65462260097073,162.4918358122372,153.65962131243725,150.21914364618726,126.97931842978744
3373.513932920993,0.5208145317118696,0.0,0.08068991596857732,0.07350968874766399,0.0,0.0,0.32498586357188897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.5906001091341,899.6049363844168,900.9484432071665,836.0822152568331,830.9629210324998,847.2143552095,837.2617147280001,829.166716244,811.1111436354,695.8337300889835,696.5272182782336,674.1793770591669,393.5363004792999,329.28064653431693,293.61443057914175,283.33915504663446,273.4437542141051,189.8710108800208,165.06697049005393,158.54112673405396,155.32128090215394,132.46206283767907
3320.8818199612815,0.458655980945291,0.0,0.07647508072099748,0.06157822317710237,0.0,0.0,0.4032907151566092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.8347113516342,899.7393577084168,891.3562775018331,832.6691069673332,856.2036493255,841.7175128645,835.111714728,821.431716244,809.8311436354,693.4737300889835,694.0948990238336,671.9193770591669,393.4643457502999,330.0162176246503,292.3633400832752,289.98541141783085,268.1713802694551,190.65071024690405,157.75770117205397,156.55124344020393,152.92024099087064,131.72579875472906
3300.784433633331,0.36579725847411,0.012019766047657143,0.06529208493971456,0.04569300843155046,0.015315864701606457,0.0,0.48891095112864424,0.0,0.0,0.0,0.0,0.0,0.006971066276717081,0.0,937.5631450019837,689.7240642461021,674.4230019398998,534.5955945085001,546.9544914641501,526.0229962007502,522.0386901562501,510.42039543225013,507.46909473840026,499.0973804552752,502.5536126231808,493.6235614383474,385.0967615988831,336.33233059423367,300.6287954569586,293.45583834020596,268.7806165147051,189.34936848324574,157.70193509637895,154.92569519351227,154.18458870202895,129.89109267726238
3278.3218194734536,0.027841078315464205,0.0,0.006544496613483387,0.0,0.0,0.0,0.9656144250710524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.4814693557299,654.8189740594248,653.9946964979918,529.1525445620001,554.8549460749003,529.4368870365001,518.5607391990002,498.9940270955002,490.4836829097502,481.02257973858343,483.6975362172224,476.26020052783906,361.3910050185999,309.8142764995503,269.01751245317246,259.7766620699615,221.72243180334158,155.07271930170293,136.85560795456405,131.32027698576405,133.27800344384076,112.9501922706374
3201.7538878392447,0.38163460106184693,0.0,0.2434523281196588,0.0,0.0,0.0,0.3749130708184942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.3250507128756,672.0053575915831,653.196299223,531.024956819,566.1141308319002,537.5502528825001,524.3683946105002,503.67905188600014,494.29050371265015,480.7232497499835,484.36877959572246,476.5991421324724,365.10142994464985,318.5816391924002,296.94119878407514,275.3567319490309,267.8327589463808,175.8411979350874,151.548213590829,148.83980659979562,145.55088452409566,125.81716327031238
3258.839734150544,0.38477014793014813,0.009745148996961779,0.06938086904766867,0.057335389656174685,0.023409916635400617,0.0,0.452984300559995,0.0,0.0,0.0,0.0,0.0,0.0023742271736510384,0.0,949.8165234237339,866.7700708779356,860.7672255277332,786.0373764073335,799.09674271825,789.1627143947502,789.8725173422503,781.2767267897501,781.4064000494001,688.6676419307336,689.4324685970837,667.6871613899169,402.2467565678832,330.5445360857337,297.4351486894586,288.9149297041225,266.80973439910514,188.40857620637078,158.41414879125395,155.1497743998873,156.4634167787373,130.23747502692072
3265.8101996292385,0.022411510253833936,0.0009191766258319894,0.0013322316533601896,0.0,0.0,0.0,0.9753370814669738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.12176362373,653.4548400532107,652.0075929114918,528.6981771545001,545.8119740954003,515.0189082315002,504.1277603940003,480.9207779475002,470.6995144852502,462.4614387275835,465.49264090288904,455.82096173150575,319.8381603283499,281.04594351947276,236.6181293944678,220.7797009083563,204.58335907393936,126.9675877328389,105.53824766052497,102.9952359446583,99.666223317775,81.36538854440617
3391.8099340735002,0.5504555175740737,0.0,0.0713344512036363,0.07839201642038324,0.0,0.0,0.29981801480190673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.834543762884,923.6688234329167,929.4822186296666,869.5038878513334,854.5898233599999,881.0304168605002,872.794028672,862.7487666705,843.2726723364001,718.3856314004836,718.9791195897336,694.6494574787384,403.90714268287127,327.71553945931686,292.00207505864176,290.4358981203703,276.83076773185513,190.9500384460208,165.04858450385393,159.08803122325398,153.93428806795396,133.1591215394624
3374.942826439148,0.5183712957285577,0.0,0.08087108366569087,0.0663160333358526,0.0,0.0,0.33444158726989887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
3572.9497729146706,0.8641940759920878,0.0,0.0,0.03759444931935086,0.0,0.0,0.09821147468856131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.656697311333,785.7550962396327,753.3375574080078,673.5798631825085,605.9519045750086,687.3444674249082,655.0915831003417,637.0070113754585,614.5269368287503,572.9573050510915,567.9257443876469,554.727720204485,337.5776661911797,279.0064620991834,245.30785668717056,237.7785996156073,233.51547440398005,144.76267543475504,139.84060151681592,114.45953706115417,106.25261960335169,89.93282290097612
3373.01035131116,0.521075809209261,0.0,0.08068103669263897,0.07416871598871305,0.0,0.0,0.3240744381093871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.5906001091341,899.6049363844168,900.9484432071665,836.0822152568331,830.9629210324998,847.2143552095,837.2617147280001,829.166716244,811.1111436354,695.8337300889835,696.5272182782336,674.1793770591669,393.5363004792999,329.28064653431693,293.61443057914175,283.33915504663446,273.4437542141051,189.8710108800208,165.06697049005393,158.54112673405396,155.32128090215394,132.46206283767907
3471.018190137439,0.6621242284081874,0.0,0.03337654723749913,0.06756765867931057,0.0,0.0,0.23693156567500293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.1037880218557,985.9559433375831,935.4824195856665,873.4478337823334,855.799844592,895.1743673420001,884.1000743975002,875.727449843,852.6863555089,725.3543145729835,724.6393145729836,699.4516494100717,408.7937716353713,329.90830569996695,294.35300679189186,286.13556616979173,291.3798229162844,192.9838295672058,167.85638206939564,156.233546398879,154.534114412679,128.96139094483735
3317.6637256401577,0.19359320367588437,0.006178649619730709,0.03192342803772567,0.0,0.0,0.0,0.7683047186666592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.5997890147922,675.2738780582856,657.7167354501668,536.4750569970003,558.0017959244002,529.6364025785001,517.2131466040003,500.06249008550026,489.65854415350026,476.28630928058357,478.7925114558891,472.7989143728057,369.33512028304983,314.1579243693005,280.42609423352525,276.81341122883094,250.6020307063809,177.41852054739576,149.67481006948728,147.98219422813725,143.28480457883728,123.15960511448739
3543.3619875384525,0.8664066658121775,0.0,0.0,0.0762138943155557,0.0,0.04049260989643704,0.016886829975829697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.5784613955661,950.870292442383,921.8475034075578,810.7444271813084,785.2751828423084,868.9388396384746,864.6588385347245,847.7719238961748,824.9072207922916,693.4681093294835,692.9367281286666,666.813311909755,341.0106224963963,287.5696681596102,255.68899571744197,245.95203383768708,233.71146907675612,150.70593275591057,141.64216455427425,121.11868176797913,114.92100672311238,94.62816393030484
3655.999259780705,0.9788858602103628,0.0,0.0,0.011673997721960068,0.0,0.009440142067677057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.1593511749995,663.511077080341,581.84218848385,478.65967992609933,434.0538748220998,605.0376541005,572.7339066911832,541.0631901046544,519.1723210986041,495.37694105227064,487.13578204803775,473.0866277351091,312.1236933832711,285.16281359526624,196.6224333462677,190.1427900621697,182.3067429321319,114.16347985820522,104.54868098505648,94.22611007475136,86.00310186431619,75.41416618900786
3374.942826439148,0.5183348571782408,0.0,0.0808709371456783,0.06622196334518457,0.0,0.0,0.3345722423308964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
3374.942826439148,0.5183355613454927,0.0,0.08087093997714646,0.06622378122779059,0.0,0.0,0.33456971744957026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
3562.8457729143015,0.7613639571603953,0.0,0.0,0.056781357473842976,0.0,0.0,0.18185468536576177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.9872907752324,975.9917032287163,964.7583634072996,913.2473202624667,897.4145812539666,944.2990286721334,933.3462336801333,923.9628928295833,899.0948704351666,743.3842878227333,741.7026401169833,716.5673852635716,355.74198004930446,277.5301285403084,245.44115508733725,237.88949009494064,226.6155585202717,144.5305523589217,140.57645269598257,115.77627460645412,107.34125189385166,90.23069499151526
3369.6503439299454,0.5118087526023938,0.0,0.08045391899013055,0.0634243820252705,0.0,0.0,0.34431294638220517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,898.6228065979168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,394.09563561879986,329.91927123931697,293.0895670946418,282.46507128913447,272.41752642090506,190.10353366702083,166.56582807640396,157.88882393510397,154.66897810320398,131.80516354217906
3363.0667018402846,0.5348778975993768,0.0,0.07665221655659273,0.07649428490632157,0.0,0.0,0.311975600937709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.6356703663838,926.1956357854167,929.7682389136666,868.3799328188334,863.5556385944999,883.2862837370001,873.979028672,862.0937666705,844.4576723364002,717.9608314004836,718.7543195897337,694.4246574787385,403.90714268287127,328.1289351898169,293.02492989664177,285.1077914503844,274.7583522273551,189.71587912152077,160.37195858490398,158.52274074785396,156.13141341912063,132.46206283767907
3374.942826439148,0.5183917837919854,0.0,0.08087116604853228,0.0663689254492508,0.0,0.0,0.33436812471023153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
3266.2112931352294,0.02128417173331739,0.00022288043909998652,0.0022449078001320196,0.0,0.0,0.0,0.9762480400274506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.12176362373,652.7464465972107,652.7881161534918,530.3005195750001,551.9488111309003,524.9049531985002,513.8438053610002,493.57709325750017,483.3558297952502,474.8427540375836,477.5889562128892,468.2124080415057,328.7153846350999,284.00364579228767,252.31326349060393,241.98508856611525,214.91894548999102,143.91934915604722,119.65140974980828,114.91701830438329,113.8608219743,98.05536772174997
3374.942826439148,0.5182938787934996,0.0,0.08087077237091658,0.06611617328941588,0.0,0.0,0.33471917554616787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
3667.8525504936288,0.9593599272247226,0.0,0.0,0.018322466072514212,0.0,0.0,0.022317606702763202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.4956847164995,731.7361022418413,632.0473540245499,517.9638800635495,441.29252403404956,600.36256132995,566.3389270636333,537.8732482607919,516.4514128874583,490.047433486125,484.91215148286346,473.3648302647684,324.4138581944963,294.46204862757475,232.79781479129775,226.45079958216215,219.31501478712676,143.24768429647668,140.39023330659336,135.29666587288625,112.94996650469737,92.18339265542214
3353.465362415503,0.31650538413420953,0.009947001499685687,0.053911021336235196,0.0,0.0,0.0,0.6196365930298696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.3773775121257,680.487876664869,681.2590762109999,541.5964805535001,536.0306329145002,535.5100516195001,525.8145199193335,508.6638634008335,492.7909206547335,477.46912295498356,480.8661171987891,472.54016048113897,370.8234343800499,315.26868720596707,281.9332854513919,273.12456127083095,253.4558764923309,181.11676321337072,152.8088877579873,149.28761570193726,146.45732295168727,121.95533947328741
3276.7116648178176,0.40454444347179674,0.0043078961467207825,0.07168987941011677,0.058903054386728666,0.013123632144787508,0.0,0.4474310944398496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.2193906350337,882.1946437134357,879.7177590417334,806.9825424778335,816.69258392225,805.0317140122502,804.38783606275,793.9278375787502,792.1925032544002,689.4127956887335,690.0380962305835,669.0049436449169,396.75248993954995,326.4229113166503,288.1727868482751,282.94090478340587,265.1569671720551,186.0874553286958,158.47399786635395,154.11795554425396,154.66857949557064,130.37358960926238
3370.90108950486,0.530088860605609,0.0,0.07807006128994899,0.07586923258365413,0.0,0.0,0.31597184552078794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.6356703663838,926.1956357854167,930.2887921481665,868.3799328188334,863.5556385944999,885.191283737,873.979028672,863.9337666705001,844.4576723364002,718.0608314004836,718.7543195897337,694.4246574787385,403.90714268287127,328.5739351898169,293.02492989664177,283.6160939636344,274.6204573306051,189.8710108800208,165.04858450385393,158.52274074785396,155.30289491595397,132.46206283767907
3342.203208918066,0.4925117565104942,0.0,0.0790094105640211,0.06275413814207371,0.0,0.0,0.365724694783411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,898.6228065979168,897.8978899726665,832.9213461048332,828.4329210324998,841.9875128645,836.106714728,821.701716244,810.1011436354,693.7437300889836,694.5372182782336,672.1893770591669,393.0747926672999,330.0120613358169,292.95282132264185,284.15708573645594,271.7358085264051,190.18037373672078,160.01727893755395,156.74084892250394,153.01573320627062,130.05037576222904
3374.942826439148,0.5183310319979698,0.0,0.0808709217645653,0.06621208823573992,0.0,0.0,0.3345859580017249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
3374.942826439148,0.5183828040578796,0.0,0.08087112994087317,0.06634574331120824,0.0,0.0,0.33440032269003894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
2997.272188502411,0.44848196191403544,0.0,0.29519341259962917,0.0,0.0011617486006852869,0.093646529359814,0.16151634752583602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.5794282740835,751.0910238550736,743.1842540997995,625.0911405751334,685.9815571581332,671.60723357675,665.6560439572501,651.6395484448526,639.6772048613644,600.6918618029229,599.0088788913534,584.59546818727,408.12419471277497,331.8447025520502,280.5169170182381,267.7736169702713,251.05929673577128,183.53385986001237,160.6239710951081,157.50044546687477,149.7591392111248,117.83692854874988
3249.3460525370374,0.12352739673349392,0.0,0.0693274308894412,0.0,0.0,0.0,0.8071451723770648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.2128205202918,660.1283530425001,651.1463105269167,532.0748189215001,558.6356161654002,534.8119933900001,521.1427657390003,501.72394625650026,493.5321595522502,484.0243435205835,486.6992999992225,479.78070291613915,368.4755727193999,313.27938198690043,277.4729036897586,264.36520809116433,235.8351502818665,169.24606433819562,147.54525622763728,142.13087057438727,142.9213167333373,121.0128641906874
3370.056278032903,0.5126525979735963,0.0,0.08051708642527079,0.06345369136418093,0.0,0.0,0.343376624236952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,898.6228065979168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,394.09563561879986,329.91927123931697,293.0895670946418,282.46507128913447,272.41752642090506,190.10353366702083,166.56582807640396,157.88882393510397,154.66897810320398,131.80516354217906
3030.889126925632,0.4490406664191664,0.0,0.2918614308208372,0.0,0.0,0.07984648170118124,0.17925142105881509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.9242380460837,757.4640406500737,740.1770620537995,627.9277103016334,687.2944376446331,672.7345923382501,665.9434027187501,654.8730631978168,636.4112686101978,593.3044746905061,593.4671991798117,578.882925832895,402.15950596514995,334.1432162966501,276.9688166357381,261.0170605514046,245.66478327523797,177.17248137001243,150.4167859890081,149.94438441157482,148.56601336367478,114.21930201914985
3290.5679573171274,0.035350306121154314,0.0,0.01147154745609377,0.0,0.0,0.0,0.9531781464227519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.489055575262,655.8675248080582,653.2292120966251,528.9025445620001,554.7849460749003,529.4368870365001,518.5607391990002,500.71771330150017,490.4836829097502,481.02257973858343,483.6975362172224,476.26020052783906,376.0526798896998,315.7747834006504,274.7789910536558,266.7578688806114,230.83802178801147,157.64332737228628,137.5804180045141,130.92382915851405,131.89215973389074,113.01799059508738
3222.0206090735223,0.1507757667015798,0.0,0.08720598081294796,0.0,0.0,0.0,0.7620182524854723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.114635988126,662.9288398517499,644.7774645051667,527.5089000635,554.3202266169003,529.1566038415002,515.6673761905002,495.51803346600025,487.3262467617503,476.1544307300836,478.9593872087224,471.73479012563905,363.7759910012999,313.1933690108003,288.5866624974252,258.88814098293096,243.3667272175809,170.4205200896123,150.7622292503873,147.31140946713728,144.68445811648732,122.72569117368741
2669.28876753583,0.0821200287196796,0.0,0.1289466267537758,0.0,0.0,0.5568745259800522,0.14199661778904013,0.0,0.0,0.0,0.0,0.0,0.09006220075745237,0.0,860.6061876335147,786.1009229855138,760.6930632957161,718.5321948878667,689.6572785089168,684.0769761282503,679.3345515000669,672.416646743567,662.5225612716787,596.9720462332205,594.5648267896808,577.2501931184307,386.6369808799,299.7786471986667,229.9702828631211,219.27846559326952,218.63056138968213,164.7293407155468,141.08958077316655,137.07646669279157,134.59462207211655,91.53001640825418
3655.318725583645,0.9793195341303415,0.0,0.0,0.011791706059691194,0.0,0.008888759809967403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.1593511749995,663.511077080341,581.84218848385,478.65967992609933,434.0538748220998,605.0376541005,572.7339066911832,541.0631901046544,519.1723210986041,495.37694105227064,487.13578204803775,473.0866277351091,310.8929814321711,283.93210164416627,193.41097611999274,186.91133807587804,179.23409990207355,114.30971739599025,104.69859572005812,95.31256098193722,86.08101248089119,75.52379263175786
3374.942826439148,0.5184083845408889,0.0,0.0808712328004179,0.06641178204702629,0.0,0.0,0.334308600611667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
3244.6145373223717,0.12509613899146485,0.0,0.07035673417654036,0.0,0.0,0.0,0.8045471268319948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.2128205202918,662.5633530425001,654.6763105269167,538.1703421635001,564.2616687169002,539.8180459415001,526.3288182905003,506.17947556600024,497.98768886175026,486.60987283008365,489.28482930872246,482.3662322256391,368.4755727193999,313.27938198690043,279.0518002548586,253.21492826805002,237.72086299096654,162.53499716884556,149.11610892318728,143.5132669113873,143.7197109469373,122.7537872587874
3374.942826439148,0.5183568294252704,0.0,0.08087102549644652,0.06627868703630449,0.0,0.0,0.3344934580419785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3957730066339,896.7646728674168,898.4184432071665,833.5522152568332,828.4329210324998,846.0593552095,836.106714728,828.156716244,810.1011436354,693.8437300889835,694.5372182782336,672.1893770591669,393.5363004792999,329.28064653431693,293.61443057914175,282.17061955050366,273.4437542141051,189.8710108800208,165.06697049005393,157.81365255485397,154.43185881965397,131.57264075517907
